temperature,field,age,sampleSize,length,seed,energy1,magnet1,energy2,magnet2,agingPerf,samplingPerf,name
2.0,0,20000,10000,32,3827654932,-1785.536,931.7076,3191250.32,868901.252,12917618.33996964,6779327.952763114,C
2.0,0,20000,10000,32,3852243627,-1786.806,-933.592,3195680.7856,872299.9224,12954128.75205096,6806583.777323016,C
2.0,0,20000,10000,32,1898917946,-1785.0124,-931.5886,3189218.216,868657.3956,12711975.796450565,6728548.840706855,C
2.0,0,20000,10000,32,3218938628,-1790.6532,-934.9248,3209283.032,874790.7896,12924728.145306949,6751879.805248837,C
2.0,0,20000,10000,32,1991946598,-1788.8072,-933.6938,3202794.768,872550.7452,12936208.18327569,6776108.562447483,C
2.0,0,20000,10000,32,4210759791,-1788.262,-933.8354,3200927.6592,872829.278,12685318.694846502,6621223.651530131,C
2.05,0,20000,10000,32,848253760,-1750.8976,-917.1564,3069040.8384,842147.2824,12625316.542171378,6808084.572430012,C
2.05,0,20000,10000,32,3261729252,-1746.2564,-913.0944,3053165.368,835002.7,12732850.01299976,6756740.38517961,C
2.05,0,20000,10000,32,87706469,-1747.6192,913.7238,3057686.8832,836020.4684,12582743.65665225,6613045.360601562,C
2.05,0,20000,10000,32,716560460,-1749.3468,-916.138,3063664.1328,840311.7664,12766864.564978039,6796103.162308635,C
2.05,0,20000,10000,32,3730404632,-1749.8564,915.936,3065526.8208,840062.0912,12785193.995586619,6722638.4122744575,C
2.05,0,20000,10000,32,2918856817,-1745.5484,-912.0384,3050480.536,833217.008,12540142.033153526,6576971.048243943,C
2.0999999999999996,0,20000,10000,32,3096005795,-1693.354,-881.515,2871784.8848,779382.6212,12843694.17959419,6734880.463977994,C
2.0999999999999996,0,20000,10000,32,357978218,-1701.5308,-887.354,2899837.48,790611.764,12632736.0538091,6644939.528269134,C
2.0999999999999996,0,20000,10000,32,2295191660,-1701.3568,-889.5226,2898853.2928,793114.3268,12251547.132588422,6412725.715853021,C
2.0999999999999996,0,20000,10000,32,843094681,-1702.724,890.5922,2903485.952,794873.1108,12478176.957875736,6712784.859468068,C
2.0999999999999996,0,20000,10000,32,2046019813,-1702.5676,889.0868,2902908.328,792669.6152,12778499.15905232,6804374.2494535865,C
2.0999999999999996,0,20000,10000,32,2725224099,-1701.8336,-891.845,2900371.9744,796886.1196,12626868.051311044,6680586.807303811,C
2.1499999999999995,0,20000,10000,32,1634052289,-1652.7168,862.6854,2736263.9872,746880.3444,12680970.327484492,6742931.126596159,C
2.1499999999999995,0,20000,10000,32,397012681,-1654.6468,-864.4352,2742718.952,749642.7896,12791819.653924288,6746169.922785217,C
2.1499999999999995,0,20000,10000,32,4224765618,-1652.0984,859.7212,2734856.128,742588.7512,12498857.185427997,6574551.769057735,C
2.1499999999999995,0,20000,10000,32,2227443501,-1640.4884,846.7848,2696924.8848,721240.3144,12792787.422166688,6836394.0492517,C
2.1499999999999995,0,20000,10000,32,249349973,-1653.2164,-861.1778,2738336.0848,744546.6812,12799398.06907913,6785407.13384748,C
2.1499999999999995,0,20000,10000,32,2253252884,-1649.7736,860.2496,2727150.8224,742888.3992,12492175.376934992,6610278.98667884,C
2.1999999999999993,0,20000,10000,32,3504392593,-1584.7736,810.83,2517792.048,663676.2344,12634032.949338172,6757981.080655821,C
2.1999999999999993,0,20000,10000,32,220137018,-1582.0824,-786.3988,2511437.504,641289.6328,12709353.93674866,6717103.919315316,C
2.1999999999999993,0,20000,10000,32,446403296,-1578.1268,798.3732,2497842.0816,646602.3048,12421295.659454355,6392165.059906726,C
2.1999999999999993,0,20000,10000,32,2908490858,-1579.9616,798.3346,2503287.4816,646160.7604,12532183.581109669,6754816.985529483,C
2.1999999999999993,0,20000,10000,32,3313306220,-1587.586,-811.2268,2527290.6544,664379.5216,12519003.951896345,6715512.758711431,C
2.1999999999999993,0,20000,10000,32,797065155,-1593.7568,820.7836,2546900.3328,679561.7336,12404968.541106826,6607170.3435324,C
2.249999999999999,0,20000,10000,32,1724776228,-1517.698,394.3772,2311144.3536,572088.2576,12530121.521223767,6622039.326116412,C
2.249999999999999,0,20000,10000,32,2020399790,-1507.3384,730.7172,2281459.1424,555220.928,12533639.131165605,6642427.877685603,C
2.249999999999999,0,20000,10000,32,3695762606,-1505.0168,-732.2638,2273136.3936,551057.3452,12243503.89799644,6460462.714046762,C
2.249999999999999,0,20000,10000,32,961173833,-1501.4028,-720.844,2263205.5184,536688.572,12641719.451766102,6492607.963671352,C
2.249999999999999,0,20000,10000,32,71405378,-1492.4816,-638.1768,2237030.32,513321.9624,12300984.017477555,6653032.049115395,C
2.249999999999999,0,20000,10000,32,2819247646,-1496.6216,-668.2602,2250054.2912,513506.2876,12346589.357360162,6580678.423315667,C
2.299999999999999,0,20000,10000,32,4230262240,-1417.4092,-301.9672,2019337.4928,395657.7224,12626649.03528139,6750983.019773064,C
2.299999999999999,0,20000,10000,32,3347636657,-1417.2672,-552.9382,2018893.2896,410633.9876,12643922.630968632,6763326.485970833,C
2.299999999999999,0,20000,10000,32,2795625696,-1385.2216,-7.603,1927925.1712,298510.8596,12667591.882769465,6764333.086802095,C
2.299999999999999,0,20000,10000,32,3552180970,-1404.1112,-360.0656,1980913.2352,374855.8992,12598854.965101346,6702127.557048881,C
2.299999999999999,0,20000,10000,32,1210524282,-1415.7736,215.9092,2014443.5136,399679.38,12615889.491603687,6710529.903098898,C
2.299999999999999,0,20000,10000,32,1271165594,-1414.4304,-586.647,2010682.1696,407535.1772,12674286.925023424,6721898.76070406,C
