temperature,field,age,sampleSize,length,seed,energy1,magnet1,energy2,magnet2,agingPerf,samplingPerf,name
2.0,0,20000,10000,32,3665509813,-1789.7284,-934.1012,3206027.6304,873329.6952,4400045.215803116,2471478.259658648,Numpy
2.0,0,20000,10000,32,1522121032,-1788.144,-933.0584,3200414.9344,871445.8056,3788230.8130601905,3235851.195819987,Numpy
2.0,0,20000,10000,32,3749108690,-1786.9476,-932.5812,3196073.2432,870502.1832,4099029.191704418,2772232.4218632756,Numpy
2.0,0,20000,10000,32,3279782148,-1788.7536,-934.365,3202450.6304,873713.6308,3631680.4475684934,2678461.442614727,Numpy
2.0,0,20000,10000,32,3080787066,-1788.7496,-933.755,3202580.3712,872660.6212,4107258.2030555937,2789299.875854104,Numpy
2.0,0,20000,10000,32,3783149145,-1788.3708,-933.5948,3201254.5456,872417.1112,4210994.589590597,3617478.657976791,Numpy
2.05,0,20000,10000,32,319307018,-1747.8308,-913.4008,3058510.2544,835669.204,3729072.3612249233,2649360.972351873,Numpy
2.05,0,20000,10000,32,2421533091,-1749.8952,915.6444,3065689.2544,839587.1288,3847812.263317429,2820026.19656855,Numpy
2.05,0,20000,10000,32,2777609070,-1748.4152,914.6558,3060529.6896,837764.062,4120061.6162544433,3205842.3177841706,Numpy
2.05,0,20000,10000,32,3452551095,-1748.1836,914.2414,3059630.3248,837003.9852,3521056.072363623,2695278.523857193,Numpy
2.05,0,20000,10000,32,1375865774,-1747.176,-913.7974,3056123.9744,836245.1244,4069712.7642135443,3126490.5418755286,Numpy
2.05,0,20000,10000,32,102855984,-1748.8884,914.861,3062124.7792,838142.2412,3804672.808048853,3563705.894032751,Numpy
2.0999999999999996,0,20000,10000,32,453261592,-1700.2668,-887.5876,2895341.3744,790173.8272,4771452.141137407,2827482.799622964,Numpy
2.0999999999999996,0,20000,10000,32,196478925,-1701.3096,-889.3728,2899078.4128,793197.3792,3637471.4206479355,2826822.5285583646,Numpy
2.0999999999999996,0,20000,10000,32,2206192072,-1699.2304,-887.9802,2891889.6224,790532.6804,4089419.573167986,3737086.437335718,Numpy
2.0999999999999996,0,20000,10000,32,3400648385,-1700.1944,-887.586,2894960.8128,790057.528,4179366.844942266,2666126.5857987176,Numpy
2.0999999999999996,0,20000,10000,32,2026239847,-1703.9816,890.6146,2907756.7616,795185.0796,3934259.8007096746,3069435.8091040803,Numpy
2.0999999999999996,0,20000,10000,32,4216790461,-1703.4628,-891.3432,2905875.608,796188.7424,3629971.7223472227,3188899.4389424683,Numpy
2.1499999999999995,0,20000,10000,32,112365927,-1648.7704,-856.0632,2723896.7776,736779.5392,4017127.869193464,3262500.425191739,Numpy
2.1499999999999995,0,20000,10000,32,1438485210,-1646.5652,-854.4524,2716450.5808,733917.984,3745029.8811190287,3155741.469697671,Numpy
2.1499999999999995,0,20000,10000,32,3835860900,-1648.6828,857.0026,2723441.1664,737900.9124,3955846.0629038657,3147906.1727721854,Numpy
2.1499999999999995,0,20000,10000,32,2265691936,-1647.4916,853.6816,2719818.3376,733326.716,3982595.9657618394,2819924.7327140747,Numpy
2.1499999999999995,0,20000,10000,32,3724093202,-1648.6652,-856.5308,2723799.3616,737273.1984,3576760.867356541,2930647.2542389627,Numpy
2.1499999999999995,0,20000,10000,32,4126326004,-1645.0264,-852.2726,2711579.1936,730640.45,4653574.0381682655,2886093.195917965,Numpy
2.1999999999999993,0,20000,10000,32,2713189656,-1580.564,-175.6216,2505744.0256,643255.7728,3791819.069084115,2956592.212063415,Numpy
2.1999999999999993,0,20000,10000,32,2631506789,-1585.5136,809.5498,2520261.2224,662335.5132,4168837.451373708,2802169.8655033037,Numpy
2.1999999999999993,0,20000,10000,32,3440203331,-1588.218,812.4142,2528716.1968,665901.4844,4074564.718858111,2917284.403909014,Numpy
2.1999999999999993,0,20000,10000,32,2440773144,-1582.0772,228.1664,2510169.5696,652900.3448,2925644.7322020163,2636114.3268472767,Numpy
2.1999999999999993,0,20000,10000,32,2494986766,-1587.7468,-126.952,2527687.528,664168.0064,4002543.844264353,2951051.404065295,Numpy
2.1999999999999993,0,20000,10000,32,2882160459,-1582.3992,805.391,2510690.4832,657516.7372,4098329.057965891,2644983.3220061087,Numpy
2.249999999999999,0,20000,10000,32,326285744,-1508.2272,574.4832,2283563.2448,554288.648,3562564.286111841,2651518.3228102135,Numpy
2.249999999999999,0,20000,10000,32,1400598981,-1512.93,231.482,2296780.3088,566250.9672,4246843.341309286,3082956.565656421,Numpy
2.249999999999999,0,20000,10000,32,1490767503,-1510.4304,49.4778,2290545.4304,555142.2956,4767396.769534071,3268901.833179096,Numpy
2.249999999999999,0,20000,10000,32,3839310866,-1500.622,-209.876,2261164.0624,537498.0496,3017629.4811787717,2586676.482661728,Numpy
2.249999999999999,0,20000,10000,32,3685644364,-1502.1112,670.3302,2265264.1728,536458.9996,3550758.7901170594,2784941.7835745933,Numpy
2.249999999999999,0,20000,10000,32,3217677535,-1507.826,126.1144,2282230.136,553698.6048,3341061.2364790034,2773091.5841937354,Numpy
2.299999999999999,0,20000,10000,32,794771072,-1406.6516,-314.7064,1989265.736,374555.296,4220933.805426344,2492936.3147724345,Numpy
2.299999999999999,0,20000,10000,32,2411772514,-1420.9492,-11.59,2028254.7344,421058.1712,4568287.96494251,2820551.5924515557,Numpy
2.299999999999999,0,20000,10000,32,3783535407,-1404.33,-336.6536,1981694.728,368732.1864,3394126.1619340046,3358227.6429667817,Numpy
