temperature,field,age,sampleSize,length,seed,energy1,magnet1,energy2,magnet2,agingPerf,samplingPerf,name
2.0,0,20000,10000,64,1962580441,-7151.176,3733.4712,51151317.664,13941960.348,9075209.647391085,6569200.799399055,Numpy
2.0,0,20000,10000,64,2410243446,-7152.3812,3734.7666,51168243.6272,13951481.83,8337559.581610504,7302364.829774969,Numpy
2.0,0,20000,10000,64,1619945936,-7152.05,-3734.3544,51163370.9392,13948484.2328,8877296.680325648,6670099.264101524,Numpy
2.0,0,20000,10000,64,608013080,-7151.428,3733.606,51154583.36,13942898.6312,7963300.855055511,6531395.736061019,Numpy
2.0,0,20000,10000,64,2523054613,-7149.298,3732.3624,51124287.4544,13933729.516,9311929.959877634,6460785.846634518,Numpy
2.0,0,20000,10000,64,580330618,-7148.256,-3731.6392,51109391.8176,13928352.8496,7311269.890859103,6006360.911899789,Numpy
2.05,0,20000,10000,64,2804774395,-6994.8472,-3659.6846,48941872.9472,13397913.9524,7948504.947473075,7081820.541343761,Numpy
2.05,0,20000,10000,64,673573463,-6988.2172,-3654.1238,48850017.1376,13357773.4492,8267400.958621584,5864451.952380697,Numpy
2.05,0,20000,10000,64,698582679,-6992.93,-3658.722,48915183.4128,13390944.1152,8526560.927903358,5997705.348436867,Numpy
2.05,0,20000,10000,64,1013616848,-6990.4928,3655.0324,48881721.9968,13364486.7032,9097321.794791346,6348546.106833467,Numpy
2.05,0,20000,10000,64,2954899600,-6990.574,3655.8138,48882485.3328,13369949.2196,7604093.186171616,6806632.318928731,Numpy
2.05,0,20000,10000,64,1762833383,-6991.3228,-3658.1578,48892264.4144,13386556.4852,8936635.848042741,6002456.9675936485,Numpy
2.0999999999999996,0,20000,10000,64,3380578720,-6799.5712,-3548.5736,46252076.5376,12602322.1648,9986547.81072918,6803935.803465986,Numpy
2.0999999999999996,0,20000,10000,64,1284569065,-6808.3612,3558.6624,46370795.8352,12671748.8184,8066589.586169534,6192704.36341344,Numpy
2.0999999999999996,0,20000,10000,64,447172974,-6809.0484,3557.7188,46380279.2112,12665759.0496,7835413.998516095,5991063.407903228,Numpy
2.0999999999999996,0,20000,10000,64,127259489,-6806.3824,3556.8798,46344176.5504,12659577.4036,7257553.3874634905,6331684.533909838,Numpy
2.0999999999999996,0,20000,10000,64,4231493734,-6810.496,-3562.0376,46399900.0992,12695844.5968,9423900.809342613,6357579.090939941,Numpy
2.0999999999999996,0,20000,10000,64,2420441032,-6805.44,3557.2346,46330678.7296,12661304.4948,8645540.982491186,5627838.917968644,Numpy
