temperature,field,age,sampleSize,length,seed,energy1,magnet1,energy2,magnet2,agingPerf,samplingPerf,name
2.0,0,20000,10000,16,3703322553,-446.9744,233.2748,200525.696,54602.136,12727503.398965672,3108509.9680070733,C
2.0,0,20000,10000,16,3045104130,-446.3244,-232.88,199956.8016,54432.0384,12829376.347169451,3137023.0673380457,C
2.0,0,20000,10000,16,523471181,-446.39,-233.0916,200034.264,54537.8592,12921936.157026036,3156172.341402418,C
2.0,0,20000,10000,16,1866707211,-447.2616,-233.4396,200787.5264,54688.5528,12888247.677096974,3177395.8383269506,C
2.0,0,20000,10000,16,1398885978,-448.4676,-234.3618,201823.3776,55079.2444,13032523.892636674,3193820.8918375876,C
2.0,0,20000,10000,16,2153339495,-447.8044,233.8598,201284.8336,54866.5404,13159149.08219215,3222630.538914967,C
2.05,0,20000,10000,16,2326293091,-437.4864,-109.2304,192310.5376,52514.6272,11981987.256313259,3166745.7285104254,C
2.05,0,20000,10000,16,572319176,-436.1448,227.458,191154.08,52135.5736,12745905.24215327,3139843.8590181097,C
2.05,0,20000,10000,16,3991306471,-435.5852,-227.5372,190681.3104,52098.3584,12862464.604743486,3146689.8299968643,C
2.05,0,20000,10000,16,2354053402,-436.8512,-228.1496,191776.1472,52405.8448,12870960.064058611,3192766.745612979,C
2.05,0,20000,10000,16,3070707745,-437.468,228.5904,192250.9856,52546.0984,12941934.4045339,3202269.6368844626,C
2.05,0,20000,10000,16,2830658410,-438.2948,229.8184,192918.9328,53023.7904,12984660.437206974,3204485.8786670193,C
2.0999999999999996,0,20000,10000,16,3028497958,-427.5416,223.8926,183835.1712,50535.9012,11775809.08512645,3183264.407290183,C
2.0999999999999996,0,20000,10000,16,3724347347,-426.3416,-223.2414,182779.488,50214.9388,12909336.680468792,3184454.889832592,C
2.0999999999999996,0,20000,10000,16,3956783360,-427.2308,224.1842,183541.1696,50620.402,12922278.285713598,3181278.162118281,C
2.0999999999999996,0,20000,10000,16,3070879609,-425.7544,222.7852,182328.1632,50108.2336,12809739.46074016,3126401.10131684,C
2.0999999999999996,0,20000,10000,16,4198109390,-424.3764,-221.884,181205.352,49687.9576,12861617.216191806,3147403.746604149,C
2.0999999999999996,0,20000,10000,16,3521110817,-425.702,63.9538,182244.0304,50152.958,12896250.588517895,3159717.463931863,C
2.1499999999999995,0,20000,10000,16,512352891,-409.458,211.3898,169042.3792,45704.7516,12663334.064539565,3123523.530092815,C
2.1499999999999995,0,20000,10000,16,609391419,-410.1112,-212.6268,169483.7056,46081.7064,12695915.567232406,3102812.228366407,C
2.1499999999999995,0,20000,10000,16,2923346403,-412.9252,-215.6078,171789.5696,47147.2644,12666037.820870487,3103607.7391487076,C
2.1499999999999995,0,20000,10000,16,2547585638,-412.2092,213.3248,171263.7328,46687.1072,12721667.626352742,3135381.5470842263,C
2.1499999999999995,0,20000,10000,16,3894341289,-411.3008,-136.2706,170651.2064,46298.7324,12761265.641954489,3105193.699047685,C
2.1499999999999995,0,20000,10000,16,1027154859,-411.1248,-160.6012,170420.9408,46115.6832,12720250.959579207,3109252.580663096,C
2.1999999999999993,0,20000,10000,16,4207079527,-395.7016,-160.6148,158382.4192,41983.84,12428977.175651869,3107364.7898956845,C
2.1999999999999993,0,20000,10000,16,359505003,-396.624,68.1338,158925.552,42596.3052,12585173.398345016,3117896.5108911605,C
2.1999999999999993,0,20000,10000,16,111358671,-396.156,122.755,158518.0672,42600.33,12682973.726702426,3141969.9094286445,C
2.1999999999999993,0,20000,10000,16,4194541728,-392.9484,0.67,156269.2208,41026.2832,12747312.495844848,3185944.954759979,C
2.1999999999999993,0,20000,10000,16,2196708306,-396.622,-100.3086,158919.816,42704.234,12846137.383830553,3187226.372120677,C
2.1999999999999993,0,20000,10000,16,1960159804,-395.1552,2.968,157854.7808,42040.1808,12853072.539164014,3189433.201844019,C
2.249999999999999,0,20000,10000,16,2405307194,-380.5696,151.6314,146808.8704,38034.8116,12324365.113890052,3177022.6034119483,C
2.249999999999999,0,20000,10000,16,1568720221,-382.9376,-61.3968,148371.4944,39466.932,12610403.665177874,3185371.2517276783,C
2.249999999999999,0,20000,10000,16,3277477347,-373.776,-99.6264,141721.488,35614.2568,12792448.305605726,3175069.48686938,C
2.249999999999999,0,20000,10000,16,940937023,-376.528,-108.4668,143777.552,36934.54,12696606.14029694,3186512.244906438,C
2.249999999999999,0,20000,10000,16,602769615,-378.3132,-49.4876,145078.1968,37354.7072,12772529.176306853,3165372.4746841975,C
2.249999999999999,0,20000,10000,16,2598518673,-380.5172,81.8518,146649.3136,38013.2828,12792844.578413734,3178427.626170847,C
2.299999999999999,0,20000,10000,16,185138251,-354.6392,-78.8774,128017.9424,30127.5532,12961274.904245777,3221871.457227174,C
2.299999999999999,0,20000,10000,16,3529824229,-359.3744,85.5432,131178.8416,32162.8976,13098357.968802799,3248318.7239811094,C
2.299999999999999,0,20000,10000,16,2909224460,-358.1872,32.4028,130495.5104,31500.3392,13253421.21699117,3268723.953513292,C
2.299999999999999,0,20000,10000,16,3669966261,-358.6352,49.431,130801.1488,31777.3628,12740294.449876126,3193438.0898053674,C
2.299999999999999,0,20000,10000,16,2247286699,-355.4424,-31.0738,128562.1888,30213.3948,12806027.006461801,3216615.097580638,C
2.299999999999999,0,20000,10000,16,3950059866,-356.9536,-69.5516,129523.808,31125.2992,12827950.917108405,3215498.668870741,C
2.3499999999999988,0,20000,10000,16,924167420,-335.4564,-13.547,114678.6512,24843.1548,12625943.78105065,3169524.8170886138,C
2.3499999999999988,0,20000,10000,16,4235614256,-336.2668,30.6404,115237.6432,24863.436,12632970.144196378,3170681.636039888,C
2.3499999999999988,0,20000,10000,16,709316018,-338.3204,26.9698,116496.648,25884.8556,12621105.63490375,3164725.9363312717,C
2.3499999999999988,0,20000,10000,16,3210107508,-338.08,38.2634,116445.5392,25409.2956,12608300.981077129,3167097.869157379,C
2.3499999999999988,0,20000,10000,16,2459783567,-338.6728,19.9946,116818.5856,25828.9724,12592110.142955987,3170897.9313037265,C
2.3499999999999988,0,20000,10000,16,238960613,-342.9244,-49.3148,119554.1232,28122.2808,12627250.419539547,3163703.9557870664,C
2.3999999999999986,0,20000,10000,16,4043896511,-319.4104,18.5288,103990.0672,20550.8768,12549958.554140262,3171728.7419447075,C
2.3999999999999986,0,20000,10000,16,2971035271,-320.786,21.268,105006.8816,21289.6576,12407405.373675184,3210299.538550497,C
2.3999999999999986,0,20000,10000,16,2887098324,-325.128,-8.8814,107752.7104,22873.6244,12700465.72474525,3195573.6436900073,C
2.3999999999999986,0,20000,10000,16,3172029221,-322.0972,20.692,105779.6112,21463.364,12558692.365543481,3146338.524868058,C
2.3999999999999986,0,20000,10000,16,1462419223,-320.6392,2.188,104815.6864,20894.5136,12614581.498159638,3148576.785538869,C
2.3999999999999986,0,20000,10000,16,1777446223,-322.8704,-66.6942,106309.7664,21489.9868,12702824.680164395,3145805.7235203176,C
2.4499999999999984,0,20000,10000,16,2802290888,-304.584,9.1676,94664.064,16466.7568,12562439.14994782,3141097.6417088285,C
2.4499999999999984,0,20000,10000,16,2991933033,-302.796,2.3514,93612.8064,16639.2644,12504708.723956818,3139195.7750415443,C
2.4499999999999984,0,20000,10000,16,218200224,-307.4472,6.2236,96448.9792,17913.68,12508088.22535815,3136139.803824382,C
2.4499999999999984,0,20000,10000,16,2075392677,-306.1332,12.8458,95516.1296,16972.2444,12288876.625033906,3137062.477613109,C
2.4499999999999984,0,20000,10000,16,3395231524,-302.9544,-41.9734,93694.6464,16062.2684,12495860.757519685,3132205.0716583966,C
2.4499999999999984,0,20000,10000,16,1253950048,-301.8288,20.7202,92937.328,15597.5988,12494682.943915173,3123081.995669681,C
2.4999999999999982,0,20000,10000,16,554465365,-290.2476,34.27,86015.0192,13564.8344,12432603.763098478,3103868.8129559,C
2.4999999999999982,0,20000,10000,16,3126287805,-288.4912,1.5752,84939.3984,12488.1088,12272373.023547133,3119223.434544613,C
2.4999999999999982,0,20000,10000,16,712289032,-287.0996,4.431,84111.4896,12139.542,12548711.85834544,3118049.5250219754,C
2.4999999999999982,0,20000,10000,16,2567808882,-290.574,-0.0864,86162.4048,13706.2136,12238228.97373619,3073750.313102678,C
2.4999999999999982,0,20000,10000,16,4191505484,-288.856,-15.4468,85094.0608,12742.9344,12308542.095821083,3093602.608701164,C
2.4999999999999982,0,20000,10000,16,567865127,-287.7328,11.2832,84382.5248,12620.0208,12235788.418104205,3085699.9857747788,C
2.549999999999998,0,20000,10000,16,1420240202,-277.4612,14.3322,78431.48,10994.7076,12352494.549905607,3147079.031193469,C
2.549999999999998,0,20000,10000,16,2053442037,-275.4616,-0.3356,77325.7088,9770.74,12262674.179836413,3169766.2192895655,C
2.549999999999998,0,20000,10000,16,2565335123,-275.242,-5.62,77262.6864,9930.896,12587888.149534112,3165981.0030847727,C
2.549999999999998,0,20000,10000,16,2809068848,-279.3072,5.3588,79535.9648,11307.9112,12311435.234764662,3089636.020121417,C
2.549999999999998,0,20000,10000,16,3343095558,-277.9596,-17.7176,78846.7408,10963.0456,12176663.313687978,3107727.2333911518,C
2.549999999999998,0,20000,10000,16,919020402,-277.106,7.9312,78343.2944,10986.4296,12263780.64255276,3096331.5336264884,C
2.599999999999998,0,20000,10000,16,489755802,-264.1524,8.964,71058.136,7954.0936,12946678.257975757,3262372.801432629,C
2.599999999999998,0,20000,10000,16,2607656691,-264.728,-11.2904,71414.9312,8094.584,13061837.539307458,3268509.0310467347,C
2.599999999999998,0,20000,10000,16,1559717572,-264.9944,0.0486,71639.4016,8698.8204,13068800.825698905,3277529.1622190117,C
2.599999999999998,0,20000,10000,16,2767889770,-265.948,4.8578,72133.3728,8506.6348,12448574.376668034,3212621.1088840757,C
2.599999999999998,0,20000,10000,16,1555672732,-268.8564,7.8604,73776.5936,9472.0208,12483207.258277345,3194677.0666408017,C
2.599999999999998,0,20000,10000,16,3756123428,-266.63,7.402,72537.128,8947.0352,11670903.810368516,3229570.682643952,C
2.6499999999999977,0,20000,10000,16,748923906,-256.45,-1.0578,66976.3088,6771.1404,11946153.993355718,3198399.7721858188,C
2.6499999999999977,0,20000,10000,16,3161613229,-256.2364,-15.1082,66982.5488,7262.3812,12426157.958935214,3180836.168582194,C
2.6499999999999977,0,20000,10000,16,3587334998,-257.386,-0.452,67593.5152,7359.9568,10044273.004249731,3227493.2639185297,C
2.6499999999999977,0,20000,10000,16,3216450171,-258.6296,5.6856,68212.448,7963.844,12246534.150269397,3144645.7996291122,C
2.6499999999999977,0,20000,10000,16,455783498,-257.536,5.4042,67616.5312,7732.0084,12231244.606250597,3102926.103992669,C
2.6499999999999977,0,20000,10000,16,3972929746,-255.8372,-1.0008,66713.7296,6957.6616,12244886.177285634,3131836.8964842367,C
2.6999999999999975,0,20000,10000,16,287152294,-247.7984,0.2688,62557.5392,5983.7856,12174744.189527202,3135703.8529661284,C
2.6999999999999975,0,20000,10000,16,1321193281,-245.8384,-1.6486,61611.7088,5631.75,12106738.828453392,3077864.984536746,C
2.6999999999999975,0,20000,10000,16,2006222632,-249.8116,4.15,63682.8976,7027.6544,11996994.71178502,3113965.85240371,C
2.6999999999999975,0,20000,10000,16,2551038802,-245.7672,8.4456,61548.672,5689.4808,12329077.48518203,3131329.0847059037,C
